Species	WP028_5z	WP029_6c	WP030_23	WP031_14	WP033_26	WP034_11	WP035_5c	WP036_2z	WP037_32	WP038_28	WP039_18	WP040_4c	WP041_2c	WP032_9	Kingdom	Phylum	Class	Order	Family	Genus	Species	Total abundance	Guild	Guild category
Trechisporales_sp	0.0	0.0	2.0	1.0	28.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	57.0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_fam_Incertae_sedis	Trechisporales_gen_Incertae_sedis	Trechisporales_sp	92.0	NA	ENA
Mucor_moelleri	5.0	0.0	23.0	1.0	5.0	6.0	0.0	0.0	10.0	7.0	9.0	2.0	34.0	29.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_moelleri	131.0	NA	ENA
Peniophora_sp	0.0	2.0	28.0	12.0	12.0	0.0	0.0	0.0	0.0	15.0	7.0	1.0	11.0	11.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_sp	99.0	Plant Pathogen, Wood Saprotroph	Pat
Hymenoscyphus_caudatus	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_caudatus	91.0	Bryophyte Parasite, Ectomycorrhizal, Ericoid Mycorrhizal, Undefined Saprotroph	Myc
Ramularia_unterseheri	0.0	16.0	8.0	6.0	5.0	1.0	3.0	1.0	0.0	20.0	0.0	0.0	51.0	8.0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_unterseheri	119.0	NA	ENA
Hamamotoa_cerberi	0.0	0.0	13.0	5.0	102.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	9.0	1.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Hamamotoa	Hamamotoa_cerberi	135.0	NA	ENA
Trichocomaceae_sp	10.0	21.0	0.0	4.0	2.0	0.0	5.0	21.0	18.0	0.0	0.0	30.0	1.0	0.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Trichocomaceae_gen_Incertae_sedis	Trichocomaceae_sp	112.0	NA	ENA
Yamadamyces_rosulatus	0.0	0.0	14.0	43.0	87.0	6.0	0.0	0.0	2.0	1.0	25.0	0.0	18.0	21.0	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Yamadamyces	Yamadamyces_rosulatus	217.0	NA	ENA
Alatospora_sp	0.0	1.0	2.0	29.0	13.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	103.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora_sp	161.0	Undefined Saprotroph	Sap
Alternaria_subcucurbitae	13.0	0.0	8.0	18.0	10.0	1.0	0.0	6.0	18.0	14.0	5.0	4.0	20.0	10.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_subcucurbitae	127.0	Animal Pathogen, Endophyte, Plant Pathogen, Wood Saprotroph	Pat
Penicillium_neocrassum	21.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	30.0	0.0	0.0	0.0	1.0	2.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_neocrassum	131.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Coniochaeta_velutina	0.0	3.0	2.0	3.0	0.0	0.0	2.0	2.0	3.0	262.0	1.0	0.0	0.0	1.0	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_velutina	279.0	Animal Pathogen, Dung Saprotroph, Endophyte, Lichen Parasite, Plant Pathogen, Undefined Saprotroph	Pat
Mollisia_monilioides	2.0	0.0	13.0	13.0	6.0	0.0	20.0	11.0	17.0	2.0	88.0	2.0	12.0	8.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia_monilioides	194.0	Endophyte, Plant Pathogen	Pat
Mycena_sp	0.0	0.0	60.0	0.0	14.0	0.0	0.0	0.0	0.0	23.0	91.0	0.0	137.0	36.0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena_sp	361.0	Leaf Saprotroph, Plant Pathogen, Undefined Saprotroph, Wood Saprotroph	Pat
Stemphylium_vesicarium	4.0	22.0	10.0	5.0	1.0	0.0	13.0	0.0	2.0	12.0	2.0	3.0	26.0	8.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_vesicarium	108.0	Plant Pathogen, Wood Saprotroph	Pat
Umbelopsis_changbaiensis	0.0	0.0	16.0	8.0	3.0	178.0	0.0	0.0	0.0	3.0	53.0	0.0	3.0	12.0	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_changbaiensis	276.0	Undefined Saprotroph	Sap
Glomeromycota_sp	4.0	0.0	6.0	14.0	1.0	35.0	1.0	0.0	0.0	12.0	9.0	0.0	15.0	3.0	Fungi	Glomeromycota	Glomeromycota_cls_Incertae_sedis	Glomeromycota_ord_Incertae_sedis	Glomeromycota_fam_Incertae_sedis	Glomeromycota_gen_Incertae_sedis	Glomeromycota_sp	100.0	NA	ENA
Sporothrix_rossii	117.0	31.0	13.0	4.0	3.0	0.0	9.0	3.0	60.0	3.0	1.0	434.0	66.0	0.0	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix_rossii	744.0	Animal Pathogen, Endophyte, Plant Saprotroph, Soil Saprotroph	Sap
Leucosporidium_sp	2.0	1.0	2.0	6.0	0.0	66.0	0.0	0.0	3.0	3.0	9.0	0.0	0.0	4.0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_sp	96.0	Soil Saprotroph, Undefined Saprotroph	Sap
Hyaloscypha_variabilis	70.0	51.0	43.0	39.0	102.0	9.0	35.0	100.0	771.0	19.0	3.0	105.0	28.0	1.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_variabilis	1376.0	Undefined Saprotroph	Sap
Clarireedia_bennettii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	2.0	0.0	0.0	8.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Clarireedia	Clarireedia_bennettii	236.0	Plant Pathogen	Pat
Phaeosphaeria_sp	0.0	44.0	1.0	0.0	1.0	0.0	7.0	1.0	1.0	1.0	5.0	36.0	4.0	1.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp	102.0	Undefined Saprotroph	Sap
Absidia_sp	0.0	0.0	60.0	72.0	12.0	132.0	0.0	0.0	0.0	118.0	123.0	0.0	35.0	16.0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_sp	568.0	Undefined Saprotroph	Sap
Pseudoophiobolus_sp	0.0	0.0	4.0	0.0	0.0	0.0	1.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiobolus	Pseudoophiobolus_sp	99.0	NA	ENA
Rhizophydium_sp	42.0	11.0	0.0	16.0	1.0	0.0	100.0	0.0	4.0	0.0	11.0	24.0	0.0	0.0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_sp	209.0	NA	ENA
Lecanoromycetes_sp	0.0	0.0	2.0	0.0	67.0	2.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	2.0	Fungi	Ascomycota	Lecanoromycetes	Lecanoromycetes_ord_Incertae_sedis	Lecanoromycetes_fam_Incertae_sedis	Lecanoromycetes_gen_Incertae_sedis	Lecanoromycetes_sp	95.0	NA	ENA
Piskurozyma_sp	4.0	2.0	11.0	5.0	74.0	5.0	1.0	0.0	0.0	45.0	21.0	4.0	36.0	22.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma_sp	230.0	NA	ENA
Humicola_nigrescens	5.0	1.0	39.0	0.0	0.0	0.0	4.0	2.0	0.0	10.0	32.0	1.0	13.0	0.0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens	107.0	NA	ENA
Symmetrospora_sp	13.0	38.0	8.0	1.0	15.0	0.0	10.0	2.0	6.0	3.0	0.0	3.0	6.0	3.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_sp	108.0	NA	ENA
Bensingtonia_pseudonaganoensis	3.0	0.0	2.0	2.0	53.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	9.0	3.0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	Bensingtonia_pseudonaganoensis	81.0	Undefined Saprotroph	Sap
Buckleyzyma_aurantiaca	14.0	20.0	2.0	3.0	15.0	0.0	22.0	9.0	1.0	9.0	3.0	20.0	2.0	2.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	Buckleyzyma_aurantiaca	122.0	Undefined Saprotroph	Sap
Dactylella_arnaudii	0.0	5.0	0.0	6.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella_arnaudii	97.0	Undefined Saprotroph	Sap
Oberwinklerozyma_silvestris	0.0	0.0	16.0	15.0	106.0	0.0	1.0	0.0	0.0	16.0	4.0	0.0	49.0	4.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma_silvestris	211.0	NA	ENA
Tylospora_asterophora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Tylospora	Tylospora_asterophora	92.0	Ectomycorrhizal	Myc
Sugiyamaella_trypani	22.0	1.0	0.0	7.0	1.0	0.0	3.0	1.0	7.0	0.0	0.0	68.0	1.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella_trypani	111.0	NA	ENA
Alphamycetaceae_sp	0.0	2.0	0.0	0.0	47.0	0.0	4.0	5.0	0.0	59.0	0.0	1.0	0.0	0.0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Alphamycetaceae	Alphamycetaceae_gen_Incertae_sedis	Alphamycetaceae_sp	118.0	NA	ENA
Nigrograna_mycophila	0.0	1.0	4.0	85.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	7.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Nigrogranaceae	Nigrograna	Nigrograna_mycophila	103.0	Animal Pathogen	Nop
Ascocorticium_sp	0.0	2.0	53.0	6.0	272.0	0.0	0.0	3.0	3.0	97.0	44.0	0.0	8.0	109.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ascocorticiaceae	Ascocorticium	Ascocorticium_sp	597.0	Wood Saprotroph	Sap
Endogonomycetes_sp	22.0	0.0	2.0	19.0	1.0	1.0	0.0	0.0	140.0	0.0	9.0	115.0	0.0	5.0	Fungi	Mucoromycota	Endogonomycetes	Endogonomycetes_ord_Incertae_sedis	Endogonomycetes_fam_Incertae_sedis	Endogonomycetes_gen_Incertae_sedis	Endogonomycetes_sp	314.0	NA	ENA
Neosetophoma_buxi	91.0	13.0	0.0	0.0	0.0	1.0	3.0	9.0	4.0	0.0	6.0	0.0	1.0	3.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma_buxi	131.0	Undefined Saprotroph	Sap
Tremellomycetes_sp	23.0	8.0	0.0	0.0	4.0	0.0	13.0	4.0	1.0	1.0	6.0	14.0	14.0	3.0	Fungi	Basidiomycota	Tremellomycetes	Tremellomycetes_ord_Incertae_sedis	Tremellomycetes_fam_Incertae_sedis	Tremellomycetes_gen_Incertae_sedis	Tremellomycetes_sp	91.0	NA	ENA
Chytridiales_sp	10.0	4.0	16.0	26.0	5.0	0.0	1.0	7.0	2.0	20.0	5.0	6.0	44.0	13.0	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiales_fam_Incertae_sedis	Chytridiales_gen_Incertae_sedis	Chytridiales_sp	159.0	NA	ENA
Orbiliales_sp	3.0	47.0	0.0	6.0	57.0	9.0	2.0	3.0	5.0	1.0	3.0	2.0	1.0	0.0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	Orbiliales_sp	139.0	NA	ENA
Phaeotremella_sp	12.0	7.0	5.0	1.0	8.0	0.0	2.0	1.0	23.0	4.0	3.0	13.0	0.0	5.0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	Phaeotremella_sp	84.0	NA	ENA
GS25_ord_Incertae_sedis_sp	0.0	0.0	19.0	28.0	0.0	4.0	0.0	0.0	0.0	0.0	16.0	0.0	34.0	43.0	Fungi	Basidiomycota	GS25	GS25_ord_Incertae_sedis	GS25_ord_Incertae_sedis_fam_Incertae_sedis	GS25_ord_Incertae_sedis_gen_Incertae_sedis	GS25_ord_Incertae_sedis_sp	144.0	NA	ENA
Acarosporales_sp	0.0	0.0	93.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	15.0	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporales_fam_Incertae_sedis	Acarosporales_gen_Incertae_sedis	Acarosporales_sp	129.0	NA	ENA
Myrmecridium_sp	14.0	108.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_sp	127.0	Undefined Saprotroph	Sap
Myrmecridium_schulzeri	75.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri	82.0	Undefined Saprotroph	Sap
Penicillium_arianeae	0.0	0.0	0.0	1.0	0.0	113.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	17.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_arianeae	133.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Maasoglossum_aseptatum	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	26.0	51.0	0.0	4.0	0.0	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Maasoglossum	Maasoglossum_aseptatum	86.0	Undefined Saprotroph	Sap
Serendipitaceae_sp	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	22.0	96.0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp	120.0	NA	ENA
Venturia_lonicerae	0.0	0.0	30.0	10.0	2.0	4.0	0.0	0.0	1.0	20.0	27.0	0.0	63.0	115.0	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia_lonicerae	272.0	NA	ENA
Atheliaceae_sp	1.0	0.0	1.0	1.0	0.0	7.0	0.0	0.0	0.0	12.0	1.0	0.0	2.0	50.0	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Atheliaceae_gen_Incertae_sedis	Atheliaceae_sp	75.0	NA	ENA
Aspergillus_inflatus	14.0	16.0	0.0	5.0	7.0	3.0	5.0	0.0	10.0	2.0	5.0	22.0	4.0	13.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_inflatus	106.0	NA	ENA
Trichoderma_tomentosum	1.0	0.0	11.0	13.0	1.0	2.0	1.0	5.0	1.0	2.0	50.0	2.0	13.0	1.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_tomentosum	103.0	Animal Pathogen, Endophyte, Epiphyte, Fungal Parasite, Plant Pathogen, Wood Saprotroph	Pat
Fusicolla_aquaeductuum	0.0	0.0	2.0	5.0	0.0	2.0	25.0	0.0	0.0	252.0	13.0	0.0	1.0	4.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_aquaeductuum	304.0	NA	ENA
Tolypocladium_inflatum	0.0	0.0	0.0	1.0	0.0	97.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium_inflatum	109.0	Animal Pathogen, Clavicipitaceous Endophyte, Fungal Parasite	End
Mrakia_frigida	1.0	0.0	3.0	7.0	9.0	0.0	0.0	0.0	0.0	9.0	47.0	0.0	9.0	7.0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida	92.0	Soil Saprotroph, Undefined Saprotroph	Sap
Russula_sp	0.0	2.0	33.0	6.0	16.0	81.0	1.0	0.0	0.0	0.0	9.0	1.0	0.0	2.0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_sp	151.0	Ectomycorrhizal	Myc
Basidiobolomycota_sp	1.0	0.0	3.0	70.0	1.0	2.0	1.0	20.0	3.0	2.0	1.0	9.0	2.0	15.0	Fungi	Basidiobolomycota	Basidiobolomycota_cls_Incertae_sedis	Basidiobolomycota_ord_Incertae_sedis	Basidiobolomycota_fam_Incertae_sedis	Basidiobolomycota_gen_Incertae_sedis	Basidiobolomycota_sp	130.0	NA	ENA
Rhodotorula_sp	0.0	10.0	12.0	2.0	53.0	0.0	2.0	3.0	0.0	6.0	3.0	4.0	20.0	4.0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_sp	119.0	Animal Endosymbiont, Animal Pathogen, Endophyte, Plant Pathogen, Undefined Saprotroph	Pat
Tetragoniomyces_sp	0.0	1.0	2.0	16.0	12.0	36.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	8.0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Tetragoniomyces	Tetragoniomyces_sp	88.0	Fungal Parasite	Nop
Scopuloides_hydnoides	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	Scopuloides_hydnoides	95.0	Undefined Saprotroph	Sap
Phialocephala_bamuru	12.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	18.0	0.0	53.0	0.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_bamuru	91.0	Endophyte	Nop
Botryobasidium_subcoronatum	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	1.0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_subcoronatum	76.0	NA	ENA
Periconia_celtidis	6.0	25.0	6.0	10.0	0.0	10.0	5.0	10.0	0.0	0.0	0.0	3.0	1.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_celtidis	76.0	Endophyte, Plant Pathogen, Wood Saprotroph	Pat
Coniochaeta_deborreae	2.0	8.0	0.0	0.0	8.0	0.0	0.0	3.0	8.0	16.0	2.0	12.0	17.0	4.0	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_deborreae	80.0	Animal Pathogen, Dung Saprotroph, Endophyte, Lichen Parasite, Plant Pathogen, Undefined Saprotroph	Pat
Sporobolomyces_roseus	7.0	42.0	4.0	2.0	41.0	4.0	0.0	7.0	1.0	14.0	3.0	8.0	2.0	5.0	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_roseus	140.0	Fungal Parasite, Litter Saprotroph	Nop
Dissophora_globulifera	0.0	0.0	1.0	14.0	7.0	30.0	0.0	0.0	0.0	0.0	58.0	0.0	9.0	0.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Dissophora	Dissophora_globulifera	119.0	Undefined Saprotroph	Sap
Cystobasidiomycetes_sp	1.0	0.0	16.0	4.0	31.0	6.0	0.0	0.0	0.0	30.0	2.0	0.0	4.0	3.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Cystobasidiomycetes_fam_Incertae_sedis	Cystobasidiomycetes_gen_Incertae_sedis	Cystobasidiomycetes_sp	97.0	NA	ENA
Fusarium_variasi	2.0	0.0	48.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_variasi	79.0	Animal Pathogen, Endophyte, Lichen Parasite, Plant Pathogen, Soil Saprotroph, Wood Saprotroph	Pat
Symmetrospora_coprosmae	8.0	50.0	0.0	3.0	15.0	1.0	5.0	4.0	0.0	2.0	1.0	5.0	1.0	0.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_coprosmae	95.0	NA	ENA
Phialocephala_helvetica	0.0	0.0	24.0	3.0	15.0	8.0	0.0	0.0	0.0	5.0	39.0	0.0	9.0	8.0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_helvetica	111.0	Endophyte	Nop
Filobasidium_chernovii	8.0	27.0	1.0	0.0	17.0	2.0	7.0	3.0	0.0	3.0	5.0	12.0	0.0	0.0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_chernovii	85.0	Undefined Saprotroph	Sap
Pseudocosmospora_vilior	0.0	2.0	5.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	1.0	4.0	157.0	0.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora_vilior	177.0	NA	ENA
Atractosporales_sp	0.0	0.0	2.0	1.0	4.0	3.0	0.0	0.0	0.0	42.0	35.0	0.0	9.0	1.0	Fungi	Ascomycota	Sordariomycetes	Atractosporales	Atractosporales_fam_Incertae_sedis	Atractosporales_gen_Incertae_sedis	Atractosporales_sp	97.0	NA	ENA
Bauerago_sp	0.0	1.0	7.0	65.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Bauerago	Bauerago_sp	79.0	Plant Pathogen	Pat
Cystobasidium_pinicola	0.0	11.0	3.0	7.0	21.0	1.0	5.0	8.0	4.0	14.0	7.0	4.0	25.0	4.0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_pinicola	114.0	Fungal Parasite	Nop
Cladochytriales_sp	26.0	20.0	0.0	0.0	1.0	0.0	0.0	59.0	0.0	0.0	0.0	14.0	0.0	0.0	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Cladochytriales_fam_Incertae_sedis	Cladochytriales_gen_Incertae_sedis	Cladochytriales_sp	120.0	NA	ENA
Fellozyma_inositophila	1.0	0.0	16.0	9.0	63.0	1.0	1.0	0.0	0.0	9.0	7.0	0.0	26.0	3.0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Fellozyma	Fellozyma_inositophila	136.0	NA	ENA
Pseudogymnoascus_sp	22.0	20.0	5.0	3.0	8.0	0.0	69.0	23.0	25.0	1.0	4.0	36.0	2.0	6.0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_sp	224.0	Animal Pathogen, Soil Saprotroph	Sap
Cladosporium_succulentum	26.0	4.0	1.0	4.0	0.0	0.0	9.0	161.0	56.0	1.0	7.0	11.0	4.0	11.0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_succulentum	295.0	NA	ENA
Alternaria_metachromatica	0.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	37.0	27.0	4.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica	98.0	Animal Pathogen, Endophyte, Plant Pathogen, Wood Saprotroph	Pat
Nadsonia_starkeyi-henricii	38.0	2.0	1.0	3.0	2.0	0.0	25.0	9.0	12.0	1.0	0.0	7.0	2.0	0.0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Nadsonia	Nadsonia_starkeyi-henricii	102.0	NA	ENA
Gliomastix_tumulicola	0.0	0.0	3.0	4.0	1.0	82.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	21.0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	Gliomastix_tumulicola	127.0	Undefined Saprotroph	Sap
Penicillium_adametzii	1.0	0.0	1.0	14.0	6.0	0.0	0.0	0.0	0.0	39.0	11.0	0.0	2.0	41.0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_adametzii	115.0	Dung Saprotroph, Undefined Saprotroph, Wood Saprotroph	Sap
Paraphoma_radicina	14.0	18.0	0.0	0.0	3.0	0.0	9.0	37.0	2.0	13.0	1.0	35.0	4.0	0.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_radicina	136.0	NA	ENA
Didymella_ellipsoidea	57.0	130.0	20.0	2.0	13.0	5.0	26.0	291.0	24.0	15.0	13.0	41.0	51.0	13.0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_ellipsoidea	701.0	Animal Pathogen, Plant Pathogen, Undefined Saprotroph	Pat
Linnemannia_camargensis	0.0	0.0	25.0	33.0	14.0	0.0	1.0	10.0	4.0	1.0	6.0	2.0	108.0	69.0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis	273.0	NA	ENA
